Course ID,Department,Course,Section,Course Title,Name,Schedule,LMT/ENR/WL,LMT,ENR,WL,Location,Yr,Trm,Sub
MU 170 02,MU,170,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/7/0,50,7,0,FAC 129,2023-24,WI,
MU 170 03,MU,170,3,Applied Voice,"Gast, D",,50/24/0,50,24,0,FAC 205,2023-24,WI,
MU 170 04,MU,170,4,Applied Voice,"Gast, R",,50/14/0,50,14,0,FAC 205,2023-24,WI,
MU 170 05,MU,170,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,25/17/0,25,17,0,,2023-24,WI,
MU 170 06,MU,170,6,Applied Voice,"Beane Hanson, K",,50/11/0,50,11,0,FAC 204,2023-24,WI,
MU 170 07,MU,170,7,Applied Voice,"Pfaltzgraff, C",,20/13/0,20,13,0,FAC 204,2023-24,WI,
MU 170 08,MU,170,8,Applied Voice,"Gougler, K",,25/11/0,25,11,0,,2023-24,WI,
MU 177 01,MU,177,1,Voice Methods II,"Larson, S",H 6:30PM-7:30PM,15/9/0,15,9,0,,2023-24,WI,
MU 180 B1,MU,180,B1,Applied Euphonium,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,WI,
MU 180 B2,MU,180,B2,Applied Brass:French Horn,"Harris, C",,100/3/0,100,3,0,FAC 012,2023-24,WI,
MU 180 B3,MU,180,B3,Applied Brass:Trombone,"Lambert, C",,100/4/0,100,4,0,FAC 111,2023-24,WI,
MU 180 B4,MU,180,B4,Applied Brass:Trumpet,"Muntefering, S",,100/6/0,100,6,0,FAC 041,2023-24,WI,
MU 180 B5,MU,180,B5,Applied Brass:Tuba,"Lambert, C",,100/1/0,100,1,0,FAC 111,2023-24,WI,
MU 180 P1,MU,180,P1,Applied Percussion,"Frost, R",,100/6/0,100,6,0,FAC 016,2023-24,WI,
MU 180 P2,MU,180,P2,Applied Percussion,"Hakanson, J",,4/2/00,4,2,0,,2023-24,WI,
MU 180 W1,MU,180,W1,Applied Woodwind:Bassoon,"Landes, N",,100/1/0,100,1,0,FAC 013,2023-24,WI,
MU 180 W2,MU,180,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/4/0,100,4,0,FAC 104,2023-24,WI,
MU 180 W2,MU,180,W2,Applied Woodwind: Clarinet Lab,"Wachmann, E",,25/5/0,25,5,0,FAC 104,2023-24,WI,
MU 180 W3,MU,180,W3,Applied Woodwind: Flute,"Cawley, D",T 3:45PM-4:45PM,50/6/0,50,6,0,,2023-24,WI,
MU 180 W4,MU,180,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/0/0,100,0,0,FAC 013,2023-24,WI,
MU 180 W5,MU,180,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/5/0,100,5,0,FAC 013,2023-24,WI,
MU 181 01,MU,181,1,Field Exp: Elem Music K-8,"Toliver, N",,25/17/0,25,17,0,,2023-24,WI,
MU 183 01,MU,183,1,Intro to Music Therapy Fieldwork,"Fleming, K",W 10:45AM-11:50AM,15/9/0,15,9,0,,2023-24,WI,
MU 184 01,MU,184,1,Music Therapy Pre-Practicum I,"Ashton, B",,20/9/0,20,9,0,,2023-24,WI,
MU 190 G1,MU,190,G1,Applied Guitar,"Sanders, M",,35/16/0,35,16,0,FAC 204,2023-24,WI,
MU 190 S1,MU,190,S1,Applied Strings:Cello,"Lebedeva, L",,100/5/0,100,5,0,,2023-24,WI,
MU 190 S2,MU,190,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/1/0,100,1,0,FAC 108,2023-24,WI,
MU 190 S3,MU,190,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/2/0,100,2,0,FAC 108,2023-24,WI,
MU 190 S4,MU,190,S4,Applied Strings: Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,WI,
MU 196 01,MU,196,1,Therapeutic Guitar,"Sanders, M",M 10:45AM-11:50AM,12/9/00,12,9,0,,2023-24,WI,
MU 209 01,MU,209,1,General Music Methods:K-8,"Toliver, N",TH 1:00PM-2:40PM,25/17/0,25,17,0,,2023-24,WI,
MU 214 01,MU,214,1,MT in Medical and Mental Health,"Fleming, K",M F 2:30PM-3:35PM,25/14/0,25,14,0,,2023-24,WI,
MU 222 01,MU,222,1,Voice Literature & Materials,"Pfaltzgraff, B",,25/0/0,25,0,0,,2023-24,WI,
MU 229 10,MU,229,10,Voice Pedagogy I,"Larson, J",M W F 2:30PM-3:35PM,20/18/0,20,18,0,,2023-24,WI,W1
MU 230 20,MU,230,20,Voice Pedagogy II,"Larson, J",M W F 2:30PM-3:35PM,20/5/0,20,5,0,,2023-24,WI,W2
MU 250 00,MU,250,0,Applied Piano,"TBA, T",,50/0/0,50,0,0,,2023-24,WI,
MU 250 01,MU,250,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,30/2/0,30,2,0,,2023-24,WI,
MU 250 02,MU,250,2,Applied Piano,"Doran, M",,10/0/0,10,0,0,,2023-24,WI,
MU 250 04,MU,250,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,20/2/0,20,2,0,,2023-24,WI,
MU 250 05,MU,250,5,Applied Piano,"Beane, D",,1/0/0,1,0,0,FAC 117,2023-24,WI,
MU 260 01,MU,260,1,Applied Organ,"Black, K",,100/0/0,100,0,0,CHA CHA,2023-24,WI,
MU 270 00,MU,270,0,Applied Voice,"TBA, T",,50/0/0,50,0,0,,2023-24,WI,
MU 270 01,MU,270,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,100/7/0,100,7,0,FAC 202,2023-24,WI,
MU 270 02,MU,270,2,Applied Voice,"Larson, J",,50/12/0,50,12,0,FAC 201,2023-24,WI,
MU 270 02,MU,270,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/12/0,50,12,0,FAC 129,2023-24,WI,
MU 270 03,MU,270,3,Applied Voice,"Gast, D",,50/3/0,50,3,0,FAC 205,2023-24,WI,
MU 270 04,MU,270,4,Applied Voice,"Gast, R",,100/2/0,100,2,0,FAC 205,2023-24,WI,
MU 270 05,MU,270,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,25/2/0,25,2,0,,2023-24,WI,
MU 270 06,MU,270,6,Applied Voice,"Beane Hanson, K",,100/4/0,100,4,0,FAC 204,2023-24,WI,
MU 270 07,MU,270,7,Applied Voice,"Pfaltzgraff, C",,10/6/00,10,6,0,FAC 204,2023-24,WI,
MU 270 08,MU,270,8,Applied Voice,"Gougler, K",,10/6/00,10,6,0,,2023-24,WI,
MU 270 09,MU,270,9,Applied Voice,"Whitish, B",,20/0/0,20,0,0,,2023-24,WI,
MU 271 01,MU,271,1,Opera Workshop,"Pfaltzgraff, B",MTWHF 7:00PM-9:00PM,50/3/0,50,3,0,FAC 129,2023-24,WI,
MU 280 B1,MU,280,B1,Applied Euphonium,"Lambert, C",,100/2/0,100,2,0,FAC 111,2023-24,WI,
MU 280 B2,MU,280,B2,Applied Brass:French Horn,"Harris, C",,100/2/0,100,2,0,FAC 012,2023-24,WI,
MU 280 B3,MU,280,B3,Applied Brass:Trombone,"Lambert, C",,100/1/0,100,1,0,FAC 111,2023-24,WI,
MU 280 B4,MU,280,B4,Applied Brass:Trumpet,"Muntefering, S",,100/6/0,100,6,0,FAC 041,2023-24,WI,
MU 280 B5,MU,280,B5,Applied Brass:Tuba,"Lambert, C",,100/2/0,100,2,0,FAC 111,2023-24,WI,
MU 280 P1,MU,280,P1,Applied Percussion,"Frost, R",,100/4/0,100,4,0,FAC 016,2023-24,WI,
MU 280 P2,MU,280,P2,Applied Percussion,"Hakanson, J",,10/0/0,10,0,0,,2023-24,WI,
MU 280 W1,MU,280,W1,Applied Woodwind:Bassoon,"Landes, N",,100/0/0,100,0,0,FAC 013,2023-24,WI,
MU 280 W2,MU,280,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/5/0,100,5,0,FAC 104,2023-24,WI,
MU 280 W2,MU,280,W2,Applied Woodwind:Clarinet,"Wachmann, E",,100/5/0,100,5,0,FAC 113,2023-24,WI,
MU 280 W3,MU,280,W3,Applied Woodwind:Flute,"Cawley, D",T 3:45PM-4:45PM,100/5/0,100,5,0,,2023-24,WI,
MU 280 W4,MU,280,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/1/0,100,1,0,FAC 013,2023-24,WI,
MU 280 W5,MU,280,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/4/0,100,4,0,FAC 013,2023-24,WI,
MU 285 01,MU,285,1,Music Therapy Practicum II,"Ashton, B",W 6:30PM-7:30PM,20/2/0,20,2,0,,2023-24,WI,
MU 285 02,MU,285,2,Music Therapy Practicum II,"Fleming, K",W 6:30PM-7:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 285 03,MU,285,3,Music Therapy Practicum II,"Rewerts, K",W 6:30PM-7:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 285 04,MU,285,4,Music Therapy Practicum II,"Wendland, M",W 6:30PM-7:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 285 05,MU,285,5,Music Therapy Practicum II,"Lekander, L",W 6:30PM-7:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 285 06,MU,285,6,Music Therapy Practicum II,"Anderson, L",W 6:30PM-7:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 290 G1,MU,290,G1,Applied:Guitar,"Sanders, M",,50/0/0,50,0,0,FAC 204,2023-24,WI,
MU 290 S1,MU,290,S1,Applied Strings:Cello,"Lebedeva, L",,100/0/0,100,0,0,,2023-24,WI,
MU 290 S2,MU,290,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,WI,
MU 290 S3,MU,290,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,WI,
MU 290 S4,MU,290,S4,Applied Strings:Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,WI,
MU 312 01,MU,312,1,Psychology of Music,"Ashton, B",T H 9:35AM-11:15AM,25/5/0,25,5,0,,2023-24,WI,
MU 315 01,MU,315,1,Music History I,"Doran, M",MWF 9:00AM-10:05AM,20/15/0,20,15,0,,2023-24,WI,
MU 315 02,MU,315,2,Music History I,"Doran, M",MWF 10:45AM-11:50AM,20/20/0,20,20,0,,2023-24,WI,
MU 318 01,MU,318,1,Twentieth Century Music,"Doran, M",M W F 12:00PM-1:05PM,25/11/0,25,11,0,,2023-24,WI,
MU 318 02,MU,318,2,Twentieth Century Music,"Doran, M",MWF 1:15PM-2:20PM,25/15/0,25,15,0,,2023-24,WI,
MU 321 01,MU,321,1,Music Therapy Research,"Ashton, B",M W F 9:00AM-10:05AM,15/5/0,15,5,0,,2023-24,WI,
MU 322 01,MU,322,1,Music in Christian Worship,"Black, K",M W F 1:15PM-2:20PM,20/7/0,20,7,0,,2023-24,WI,
MU 330 01,MU,330,1,Choral & Band Conducting & Lit,"Snead, L",MWF 9:00AM-10:05AM,25/16/0,25,16,0,FAC 100,2023-24,WI,
MU 350 00,MU,350,0,Applied Piano,"TBA, T",,50/0/0,50,0,0,,2023-24,WI,
MU 350 01,MU,350,1,Applied Piano,"Sheckler, H",T 2:45PM-3:30PM,30/1/0,30,1,0,,2023-24,WI,
MU 350 02,MU,350,2,Applied Piano,"Doran, M",,10/0/0,10,0,0,,2023-24,WI,
MU 350 04,MU,350,4,Applied Piano,"Reuter, T",T 2:45PM-3:45PM,20/1/0,20,1,0,,2023-24,WI,
MU 360 01,MU,360,1,Applied Organ,"Black, K",,100/0/0,100,0,0,CHA CHA,2023-24,WI,
MU 370 00,MU,370,0,Applied Voice,"TBA, T",,50/0/0,50,0,0,,2023-24,WI,
MU 370 01,MU,370,1,Applied Voice,"Pfaltzgraff, B",H 2:45PM-3:30PM,100/1/0,100,1,0,FAC 202,2023-24,WI,
MU 370 02,MU,370,2,Applied Voice,"Larson, J",,50/3/0,50,3,0,FAC 201,2023-24,WI,
MU 370 02,MU,370,2,Applied Voice,"Larson, J",T 2:45PM-3:40PM,50/3/0,50,3,0,FAC 129,2023-24,WI,
MU 370 03,MU,370,3,Applied Voice,"Gast, D",,50/0/0,50,0,0,FAC 205,2023-24,WI,
MU 370 04,MU,370,4,Applied Voice,"Gast, R",,50/4/0,50,4,0,FAC 205,2023-24,WI,
MU 370 05,MU,370,5,Applied Voice,"Larson, S",T 2:45PM-3:40PM,50/0/0,50,0,0,,2023-24,WI,
MU 370 06,MU,370,6,Applied Voice,"Beane Hanson, K",,100/3/0,100,3,0,FAC 204,2023-24,WI,
MU 370 07,MU,370,7,Applied Voice,"Pfaltzgraff, C",,10/2/00,10,2,0,FAC 204,2023-24,WI,
MU 370 08,MU,370,8,Applied Voice,"Gougler, K",,10/2/00,10,2,0,,2023-24,WI,
MU 380 B1,MU,380,B1,Applied Euphonium,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,WI,
MU 380 B2,MU,380,B2,Applied Brass:French Horn,"Harris, C",,100/0/0,100,0,0,FAC 012,2023-24,WI,
MU 380 B3,MU,380,B3,Applied Brass:Trombone,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,WI,
MU 380 B4,MU,380,B4,Applied Brass:Trumpet,"Muntefering, S",,100/0/0,100,0,0,FAC 041,2023-24,WI,
MU 380 B5,MU,380,B5,Applied Brass:Tuba,"Lambert, C",,100/0/0,100,0,0,FAC 111,2023-24,WI,
MU 380 P1,MU,380,P1,Applied Percussion,"Frost, R",,100/2/0,100,2,0,FAC 016,2023-24,WI,
MU 380 W1,MU,380,W1,Applied Woodwind:Bassoon,"Landes, N",,100/0/0,100,0,0,FAC 013,2023-24,WI,
MU 380 W2,MU,380,W2,Applied Woodwind:Clarinet,"Wachmann, E",H 2:50PM-3:40PM,100/0/0,100,0,0,FAC 104,2023-24,WI,
MU 380 W2,MU,380,W2,Applied Woodwind:Clarinet,"Wachmann, E",,100/0/0,100,0,0,FAC 113,2023-24,WI,
MU 380 W3,MU,380,W3,Applied Woodwind:Flute,"Cawley, D",T 3:45PM-4:45PM,100/0/0,100,0,0,,2023-24,WI,
MU 380 W4,MU,380,W4,Applied Woodwind:Oboe,"Nederhiser, R",,100/1/0,100,1,0,FAC 013,2023-24,WI,
MU 380 W5,MU,380,W5,Applied Woodwind:Saxophone,"Anderson, C",,100/0/0,100,0,0,FAC 013,2023-24,WI,
MU 382 01,MU,382,1,Music Therapy Practicum III,"Ashton, B",W 7:30PM-8:30PM,20/1/0,20,1,0,,2023-24,WI,
MU 382 02,MU,382,2,Music Therapy Practicum III,"Fleming, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 382 03,MU,382,3,Music Therapy Practicum III,"Rewerts, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 382 04,MU,382,4,Music Therapy Practicum III,"Wendland, M",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 382 05,MU,382,5,Music Therapy Practicum III,"Lekander, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 382 06,MU,382,6,Music Therapy Practicum III,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 383 01,MU,383,1,Music Therapy Practicum IV,"Ashton, B",W 7:30PM-8:30PM,20/4/0,20,4,0,,2023-24,WI,
MU 383 02,MU,383,2,Music Therapy Practicum IV,"Fleming, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 383 03,MU,383,3,Music Therapy Practicum IV,"Rewerts, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 383 04,MU,383,4,Music Therapy Practicum IV,"Wendland, M",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 383 05,MU,383,5,Music Therapy Practicum IV,"Lekander, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 383 06,MU,383,6,Music Therapy Practicum IV,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 390 G1,MU,390,G1,Applied Guitar,"Sanders, M",,50/0/0,50,0,0,,2023-24,WI,
MU 390 S1,MU,390,S1,Applied Strings:Cello,"Lebedeva, L",,100/0/0,100,0,0,,2023-24,WI,
MU 390 S2,MU,390,S2,Applied Strings:Viola,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,WI,
MU 390 S3,MU,390,S3,Applied Strings:Violin,"Forero Villamizar, G",,100/0/0,100,0,0,FAC 108,2023-24,WI,
MU 390 S4,MU,390,S4,Applied Strings: Bass,"Jensen, L",,10/0/0,10,0,0,,2023-24,WI,
MU 405 01,MU,405,1,Music Therapy Internship,"Ashton, B",,99/2/0,99,2,0,,2023-24,WI,
MU 409 10,MU,409,10,Contemporary Issues:Music Education,"Toliver, N",M W F 10:45AM-11:50AM,20/13/0,20,13,0,,2023-24,WI,W1
MU 410 20,MU,410,20,Current Issues in Music Therapy,"Ashton, B",M W F 10:45AM-11:50AM,20/11/0,20,11,0,,2023-24,WI,W2
MU 485 01,MU,485,1,Music Therapy Practicum V,"Ashton, B",W 7:30PM-8:30PM,20/10/0,20,10,0,,2023-24,WI,
MU 485 02,MU,485,2,Music Therapy Practicum V,"Fleming, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 485 03,MU,485,3,Music Therapy Practicum V,"Rewerts, K",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 485 04,MU,485,4,Music Therapy Practicum V,"Wendland, M",W 7:30PM-8:30PM,20/1/0,20,1,0,,2023-24,WI,
MU 485 05,MU,485,5,Music Therapy Practicum V,"Lekander, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 485 06,MU,485,6,Music Therapy Practicum V,"Anderson, L",W 7:30PM-8:30PM,20/0/0,20,0,0,,2023-24,WI,
MU 997 01,MU,997,1,Junior Recital,"Pfaltzgraff, B",,50/1/0,50,1,0,,2023-24,WI,
MU 998 01,MU,998,1,Senior Recital,"Pfaltzgraff, B",,50/2/0,50,2,0,,2023-24,WI,
NSC 456 01,NSC,456,1,Student-Originated Research,"Mommer, B",T 7:45PM-8:50PM,16/9/0,16,9,0,,2023-24,WI,
NSC 461 01,NSC,461,1,Neuroscience Seminar,"Larimer Bousquet, S",T 7:45AM-9:25AM,18/9/0,18,9,0,,2023-24,WI,
PBH 101 01,PBH,101,1,Introduction to Public Health,"Vander Werff, A",M W F 10:45AM-11:50AM,30/29/0,30,29,0,,2023-24,WI,
PBH 455 01,PBH,455,1,Applied Public Health Research,"Whitaker, J",,12/0/0,12,0,0,,2023-24,WI,
PE 100 10,PE,100,10,Lifetime Wellness,"Foster, D",MW 7:45AM-8:50AM,25/25/7,25,25,7,,2023-24,WI,W1
PE 100 11,PE,100,11,Lifetime Wellness,"Foster, D",MW 9:00AM-10:05AM,25/25/4,25,25,4,,2023-24,WI,W1
PE 100 12,PE,100,12,Lifetime Wellness,"Dietz Parsons, P",MW 10:45AM-11:50AM,25/25/4,25,25,4,,2023-24,WI,W1
PE 100 20,PE,100,20,Lifetime Wellness,"Foster, D",MW 7:45AM-8:50AM,25/25/2,25,25,2,,2023-24,WI,W2
PE 100 21,PE,100,21,Lifetime Wellness,"Foster, D",MW 9:00AM-10:05AM,25/25/4,25,25,4,,2023-24,WI,W2
PE 155 01,PE,155,1,Care & Prevention:Athletic Injuries,"TBA, T",T H 7:45AM-9:25AM,25/23/0,25,23,0,,2023-24,WI,
PE 300 01,PE,300,1,Contemporary Issues in Sport Mgmt,"Williams, R",T H 1:00PM-2:40PM,25/23/0,25,23,0,,2023-24,WI,
PE 351 10,PE,351,10,Kinesiology,"Drees, D",MWF 12:00PM-1:05PM,25/44/0,25,44,0,W 2006,2023-24,WI,W1
PE 353 20,PE,353,20,Tests and Measurement,"Johnson, A",M W F 10:45AM-11:50AM,25/12/0,25,12,0,,2023-24,WI,W2
PE 354 10,PE,354,10,Adaptive PE & Fitness,"Johnson, A",M 6:30PM-9:30PM,25/22/0,25,22,0,,2023-24,WI,W1
PE 355 20,PE,355,20,Biomechanics of Human Movement,"Rave, A",M W F 12:00PM-1:05PM,30/17/0,30,17,0,,2023-24,WI,W2
PE 356 20,PE,356,20,Strength and Conditioning,"Tschetter, M",MWF 10:45AM-11:50AM,25/17/0,25,17,0,,2023-24,WI,W2
PE 357 01,PE,357,1,Essentials of Strength Training,"Dietz Parsons, P",M W F 9:00AM-10:05AM,25/25/1,25,25,1,,2023-24,WI,
PE 458 20,PE,458,20,Fitness Management Seminar,"Chapman, R",T H 9:35AM-11:15AM,25/11/0,25,11,0,,2023-24,WI,W2
PH 101 01,PH,101,1,Introduction to Philosophy,"Helgevold, A",M W F 12:00PM-1:05PM,35/28/0,35,28,0,,2023-24,WI,
PH 206 01,PH,206,1,Ethics,"Helgevold, A",M W F 2:30PM-3:35PM,25/25/3,25,25,3,,2023-24,WI,
PH 307 01,PH,307,1,Philosophy of Religion,"Helgevold, A",T H 9:35AM-11:15AM,25/12/0,25,12,0,,2023-24,WI,
PHY 102 01,PHY,102,1,General Physics II,"Yan, V",MWF 12:00PM-1:05PM,40/18/0,40,18,0,,2023-24,WI,
PHY 102 01,PHY,102,1,General Physics II Lab 1,"Yan, V",H 7:45AM-9:25AM,20/7/0,20,7,0,,2023-24,WI,
PHY 102 02,PHY,102,2,General Physics II Lab 2,"Yan, V",H 9:35AM-11:15AM,20/11/0,20,11,0,,2023-24,WI,
PHY 150 01,PHY,150,1,Science for Society,"Birgen, M",MWF 12:00PM-1:05PM,24/24/7,24,24,7,,2023-24,WI,
PHY 150 02,PHY,150,2,Science for Society,"Bousquet, B",M W F 2:30PM-3:35PM,24/24/15,24,24,15,,2023-24,WI,
PHY 175 01,PHY,175,1,Astrobiology: Search For Alien Life,"Yan, V",M W F 2:30PM-3:35PM,35/33/0,35,33,0,,2023-24,WI,
PHY 175 01,PHY,175,1,Astrobio: Search For Alien Life Lab,"Yan, V",T 1:00PM-2:40PM,35/33/0,35,33,0,,2023-24,WI,
PHY 204 01,PHY,204,1,Classical Physics II,"Bousquet, B",MWF 10:45AM-11:50AM,20/10/0,20,10,0,,2023-24,WI,
PHY 204 02,PHY,204,2,Classical Physics II Lab 2,"Bousquet, B",T 9:35AM-11:15AM,20/10/0,20,10,0,,2023-24,WI,
PHY 313 01,PHY,313,1,Digital Electronics,"Black, D",M W F 9:00AM-10:05AM,36/4/0,36,4,0,,2023-24,WI,
PHY 317 01,PHY,317,1,Optics,"Yan, V",M W F 9:00AM-10:05AM,34/2/0,34,2,0,,2023-24,WI,
PHY 320 01,PHY,320,1,Statistical Mech & Thermal Physics,"Bousquet, B",M W F 1:15PM-2:20PM,25/0/0,25,0,0,,2023-24,WI,
PS 101 01,PS,101,1,Introduction to American Politics,"Szarejko, A",MWF 9:00AM-10:05AM,30/9/0,30,9,0,,2023-24,WI,
PS 265 01,PS,265,1,Modern Terrorism & Counterterrorism,"Billet, B",M W F 12:00PM-1:05PM,25/11/0,25,11,0,,2023-24,WI,
PS 273 01,PS,273,1,"Intel, Disinformation & Deception","Szarejko, A",M W F 10:45AM-11:50AM,25/11/0,25,11,0,,2023-24,WI,
PS 304 01,PS,304,1,The Developing World,"Billet, B",M W F 1:15PM-2:20PM,25/13/0,25,13,0,,2023-24,WI,
PS 306 01,PS,306,1,History of Amer-Foreign Relations,"Lindell, T",T 6:30PM-9:30PM,25/4/0,25,4,0,,2023-24,WI,
PS 421 01,PS,421,1,Adv Research Meth & Data Analysis,"Eslick Watkins, A",T H 1:00PM-2:40PM,8/0/0,8,0,0,,2023-24,WI,
PS 421 02,PS,421,2,Adv Research Meth & Data Analysis,"Munir, S",M W F 10:45AM-11:50AM,8/0/0,8,0,0,,2023-24,WI,
PS 421 03,PS,421,3,Adv Research Meth & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,8/0/0,8,0,0,,2023-24,WI,
PS 460 01,PS,460,1,Perspectives in Political Science,"Billet, B",W 6:30PM-9:30PM,25/10/0,25,10,0,,2023-24,WI,
PSY 101 01,PSY,101,1,Introduction to Psychology,"Heck, A",M W F 1:15PM-2:20PM,40/38/0,40,38,0,,2023-24,WI,
PSY 101 02,PSY,101,2,Introduction to Psychology,"Heck, A",T H 9:35AM-11:15AM,40/27/0,40,27,0,,2023-24,WI,
PSY 101 03,PSY,101,3,Introduction to Psychology,"Heck, A",T H 1:00PM-2:40PM,40/33/0,40,33,0,,2023-24,WI,
PSY 210 10,PSY,210,10,Child Development,"Munir, S",T H 7:45AM-9:25AM,30/10/0,30,10,0,,2023-24,WI,W1
PSY 211 20,PSY,211,20,Adolescent Development,"Munir, S",T H 7:45AM-9:25AM,30/7/0,30,7,0,,2023-24,WI,W2
PSY 224 01,PSY,224,1,Abnormal Psychology,"Reiher, T",MWF 10:45AM-11:50AM,30/27/0,30,27,0,,2023-24,WI,
PSY 225 01,PSY,225,1,Life-Span Human Development,"Munir, S",MWF 9:00AM-10:05AM,25/25/11,25,25,11,,2023-24,WI,
PSY 229 01,PSY,229,1,Theories of Personality,"Heck, A",M W F 12:00PM-1:05PM,30/30/2,30,30,2,,2023-24,WI,
PSY 270 10,PSY,270,10,Perspectives in Psychology I,"Reiher, T",T H 1:00PM-2:40PM,15/15/5,15,15,5,,2023-24,WI,W1
PSY 421 01,PSY,421,1,Adv Research Meth & Data Analysis,"Eslick Watkins, A",T H 1:00PM-2:40PM,6/6/00,6,6,0,,2023-24,WI,
PSY 421 02,PSY,421,2,Adv Research Meth & Data Analysis,"Munir, S",M W F 10:45AM-11:50AM,8/12/00,8,12,0,,2023-24,WI,
PSY 421 03,PSY,421,3,Adv Research Meth & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,8/11/01,8,11,1,,2023-24,WI,
PSY 422 01,PSY,422,1,Advanced Cognitive Psychology,"Reiher, T",M 6:30PM-9:30PM,12/0/0,12,0,0,,2023-24,WI,
PSY 422 02,PSY,422,2,Advanced Cognitive Psychology,"Eslick Watkins, A",M 6:30PM-9:30PM,12/0/0,12,0,0,,2023-24,WI,
PSY 423 01,PSY,423,1,Advanced Social Psychology,"Reiher, T",M 6:30PM-9:30PM,1/1/00,1,1,0,,2023-24,WI,
PSY 423 02,PSY,423,2,Advanced Social Psychology,"Eslick Watkins, A",M 6:30PM-9:30PM,2/2/00,2,2,0,,2023-24,WI,
PSY 424 01,PSY,424,1,Advanced Clinical Psychology,"Reiher, T",M 6:30PM-9:30PM,2/2/01,2,2,1,,2023-24,WI,
PSY 424 02,PSY,424,2,Advanced Clinical Psychology,"Eslick Watkins, A",M 6:30PM-9:30PM,2/2/00,2,2,0,,2023-24,WI,
PSY 425 01,PSY,425,1,Advanced Human Development,"Reiher, T",M 6:30PM-9:30PM,1/1/00,1,1,0,,2023-24,WI,
PSY 425 02,PSY,425,2,Advanced Human Development,"Eslick Watkins, A",M 6:30PM-9:30PM,12/0/0,12,0,0,,2023-24,WI,
PSY 426 01,PSY,426,1,Advanced Neuropsychology,"Reiher, T",M 6:30PM-9:30PM,7/7/00,7,7,0,,2023-24,WI,
PSY 426 02,PSY,426,2,Advanced Neuropsychology,"Eslick Watkins, A",M 6:30PM-9:30PM,7/7/00,7,7,0,,2023-24,WI,
PSY 470 20,PSY,470,20,Perspective in Psych II,"Reiher, T",T H 1:00PM-2:40PM,15/15/2,15,15,2,,2023-24,WI,W2
RE 102 01,RE,102,1,The Bible in a Diverse World,"Wendland, K",M W F 7:45AM-8:50AM,38/37/5,38,37,5,,2023-24,WI,
RE 102 02,RE,102,2,The Bible in a Diverse World,"Wendland, K",M W F 9:00AM-10:05AM,38/37/6,38,37,6,,2023-24,WI,
